Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[250]    0.0    0.00    0.00      48         void __gnu_cxx::new_allocator<Image>::construct<Image, Image>(Image*, Image&&) [250]
                0.00    0.00      48/144         Image&& std::forward<Image>(std::remove_reference<Image>::type&) [235]
                0.00    0.00      48/1784        operator new(unsigned long, void*) [155]
                0.00    0.00      48/48          Image::Image(Image&&) [249]
-----------------------------------------------
                0.00    0.00      24/48          __gnu_cxx::new_allocator<Image>::max_size() const [279]
                0.00    0.00      24/48          __gnu_cxx::new_allocator<Image>::allocate(unsigned long, void const*) [276]
[251]    0.0    0.00    0.00      48         __gnu_cxx::new_allocator<Image>::_M_max_size() const [251]
-----------------------------------------------
                0.00    0.00      48/48          void std::_Destroy<Image*>(Image*, Image*) [259]
[252]    0.0    0.00    0.00      48         void std::_Destroy_aux<false>::__destroy<Image*>(Image*, Image*) [252]
                0.00    0.00     136/136         void std::_Destroy<Image>(Image*) [238]
                0.00    0.00     136/136         Image* std::__addressof<Image>(Image&) [237]
-----------------------------------------------
                0.00    0.00      24/48          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
                0.00    0.00      24/48          std::_Vector_base<Image, std::allocator<Image> >::~_Vector_base() [290]
[253]    0.0    0.00    0.00      48         std::_Vector_base<Image, std::allocator<Image> >::_M_deallocate(Image*, unsigned long) [253]
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::deallocate(std::allocator<Image>&, Image*, unsigned long) [291]
-----------------------------------------------
                0.00    0.00      48/48          Image& std::vector<Image, std::allocator<Image> >::emplace_back<Image>(Image&&) [255]
[254]    0.0    0.00    0.00      48         void std::allocator_traits<std::allocator<Image> >::construct<Image, Image>(std::allocator<Image>&, Image*, Image&&) [254]
                0.00    0.00      48/144         Image&& std::forward<Image>(std::remove_reference<Image>::type&) [235]
                0.00    0.00      48/48          void __gnu_cxx::new_allocator<Image>::construct<Image, Image>(Image*, Image&&) [250]
-----------------------------------------------
                0.00    0.00      48/48          std::vector<Image, std::allocator<Image> >::push_back(Image&&) [256]
[255]    0.0    0.00    0.00      48         Image& std::vector<Image, std::allocator<Image> >::emplace_back<Image>(Image&&) [255]
                0.00    0.00      48/144         Image&& std::forward<Image>(std::remove_reference<Image>::type&) [235]
                0.00    0.00      48/48          void std::allocator_traits<std::allocator<Image> >::construct<Image, Image>(std::allocator<Image>&, Image*, Image&&) [254]
                0.00    0.00      48/88          std::vector<Image, std::allocator<Image> >::back() [243]
-----------------------------------------------
                0.00    0.00      48/48          sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
[256]    0.0    0.00    0.00      48         std::vector<Image, std::allocator<Image> >::push_back(Image&&) [256]
                0.00    0.00      48/56          std::remove_reference<Image&>::type&& std::move<Image&>(Image&) [248]
                0.00    0.00      48/48          Image& std::vector<Image, std::allocator<Image> >::emplace_back<Image>(Image&&) [255]
-----------------------------------------------
                0.00    0.00      24/48          void std::_Destroy_aux<false>::__destroy<std::vector<Image, std::allocator<Image> >*>(std::vector<Image, std::allocator<Image> >*, std::vector<Image, std::allocator<Image> >*) [345]
                0.00    0.00      24/48          std::vector<Image, std::allocator<Image> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<Image, std::allocator<Image> >*, unsigned long>(std::vector<Image, std::allocator<Image> >*, unsigned long) [357]
[257]    0.0    0.00    0.00      48         std::vector<Image, std::allocator<Image> >* std::__addressof<std::vector<Image, std::allocator<Image> > >(std::vector<Image, std::allocator<Image> >&) [257]
-----------------------------------------------
                0.00    0.00      48/48          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
[258]    0.0    0.00    0.00      48         Image const* std::__make_move_if_noexcept_iterator<Image, Image const*>(Image*) [258]
-----------------------------------------------
                0.00    0.00      48/48          void std::_Destroy<Image*, Image>(Image*, Image*, std::allocator<Image>&) [260]
[259]    0.0    0.00    0.00      48         void std::_Destroy<Image*>(Image*, Image*) [259]
                0.00    0.00      48/48          void std::_Destroy_aux<false>::__destroy<Image*>(Image*, Image*) [252]
-----------------------------------------------
                0.00    0.00      24/48          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
                0.00    0.00      24/48          std::vector<Image, std::allocator<Image> >::~vector() [299]
[260]    0.0    0.00    0.00      48         void std::_Destroy<Image*, Image>(Image*, Image*, std::allocator<Image>&) [260]
                0.00    0.00      48/48          void std::_Destroy<Image*>(Image*, Image*) [259]
-----------------------------------------------
                0.00    0.00      22/44          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::begin() [306]
                0.00    0.00      22/44          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::end() [305]
[261]    0.0    0.00    0.00      44         __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::__normal_iterator(sift::Keypoint* const&) [261]
-----------------------------------------------
                0.00    0.00       2/44          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::~vector() [386]
                0.00    0.00      42/44          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[262]    0.0    0.00    0.00      44         std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_get_Tp_allocator() [262]
-----------------------------------------------
                0.00    0.00      42/42          std::allocator_traits<std::allocator<sift::Keypoint> >::max_size(std::allocator<sift::Keypoint> const&) [266]
[263]    0.0    0.00    0.00      42         __gnu_cxx::new_allocator<sift::Keypoint>::max_size() const [263]
                0.00    0.00      42/63          __gnu_cxx::new_allocator<sift::Keypoint>::_M_max_size() const [246]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::max_size() const [265]
[264]    0.0    0.00    0.00      42         std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_get_Tp_allocator() const [264]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_check_len(unsigned long, char const*) const [310]
[265]    0.0    0.00    0.00      42         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::max_size() const [265]
                0.00    0.00      42/42          std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_get_Tp_allocator() const [264]
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_max_size(std::allocator<sift::Keypoint> const&) [267]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_max_size(std::allocator<sift::Keypoint> const&) [267]
[266]    0.0    0.00    0.00      42         std::allocator_traits<std::allocator<sift::Keypoint> >::max_size(std::allocator<sift::Keypoint> const&) [266]
                0.00    0.00      42/42          __gnu_cxx::new_allocator<sift::Keypoint>::max_size() const [263]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::max_size() const [265]
[267]    0.0    0.00    0.00      42         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_max_size(std::allocator<sift::Keypoint> const&) [267]
                0.00    0.00      42/42          std::allocator_traits<std::allocator<sift::Keypoint> >::max_size(std::allocator<sift::Keypoint> const&) [266]
                0.00    0.00      42/1196        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [159]
-----------------------------------------------
                0.00    0.00      42/42          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[268]    0.0    0.00    0.00      42         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_relocate(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [268]
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_do_relocate(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&, std::integral_constant<bool, true>) [269]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_relocate(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [268]
[269]    0.0    0.00    0.00      42         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_do_relocate(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&, std::integral_constant<bool, true>) [269]
                0.00    0.00      42/42          sift::Keypoint* std::__relocate_a<sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint> >(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [270]
-----------------------------------------------
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_S_do_relocate(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&, std::integral_constant<bool, true>) [269]
[270]    0.0    0.00    0.00      42         sift::Keypoint* std::__relocate_a<sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint> >(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [270]
                0.00    0.00     126/126         sift::Keypoint* std::__niter_base<sift::Keypoint*>(sift::Keypoint*) [239]
                0.00    0.00      42/42          std::enable_if<std::__is_bitwise_relocatable<sift::Keypoint, void>::value, sift::Keypoint*>::type std::__relocate_a_1<sift::Keypoint, sift::Keypoint>(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [271]
-----------------------------------------------
                0.00    0.00      42/42          sift::Keypoint* std::__relocate_a<sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint> >(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [270]
[271]    0.0    0.00    0.00      42         std::enable_if<std::__is_bitwise_relocatable<sift::Keypoint, void>::value, sift::Keypoint*>::type std::__relocate_a_1<sift::Keypoint, sift::Keypoint>(sift::Keypoint*, sift::Keypoint*, sift::Keypoint*, std::allocator<sift::Keypoint>&) [271]
-----------------------------------------------
                0.00    0.00      41/41          gaussian_blur(Image const&, float) [4]
[272]    0.0    0.00    0.00      41         std::ceil(float) [272]
-----------------------------------------------
                0.00    0.00      40/40          sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
[273]    0.0    0.00    0.00      40         std::vector<float, std::allocator<float> >::operator[](unsigned long) [273]
-----------------------------------------------
                0.00    0.00      11/29          stbi__parse_png_file(stbi__png*, int, int) [414]
                0.00    0.00      18/29          stbi__get_chunk_header(stbi__context*) [318]
[274]    0.0    0.00    0.00      29         stbi__get32be(stbi__context*) [274]
                0.00    0.00      58/58          stbi__get16be(stbi__context*) [247]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::deallocate(std::allocator<Image>&, Image*, unsigned long) [291]
[275]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Image>::deallocate(Image*, unsigned long) [275]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::allocate(std::allocator<Image>&, unsigned long) [292]
[276]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Image>::allocate(unsigned long, void const*) [276]
                0.00    0.00      24/48          __gnu_cxx::new_allocator<Image>::_M_max_size() const [251]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<Image>::allocator() [283]
[277]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Image>::new_allocator() [277]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<Image>::~allocator() [284]
[278]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Image>::~new_allocator() [278]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::max_size(std::allocator<Image> const&) [293]
[279]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<Image>::max_size() const [279]
                0.00    0.00      24/48          __gnu_cxx::new_allocator<Image>::_M_max_size() const [251]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::max_size() const [282]
[280]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_M_get_Tp_allocator() const [280]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
[281]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::capacity() const [281]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
[282]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::max_size() const [282]
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::_S_max_size(std::allocator<Image> const&) [295]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_M_get_Tp_allocator() const [280]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::_Vector_impl() [286]
[283]    0.0    0.00    0.00      24         std::allocator<Image>::allocator() [283]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<Image>::new_allocator() [277]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::~_Vector_impl() [287]
[284]    0.0    0.00    0.00      24         std::allocator<Image>::~allocator() [284]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<Image>::~new_allocator() [278]
-----------------------------------------------
                0.00    0.00      24/24          Image* std::vector<Image, std::allocator<Image> >::_M_allocate_and_copy<Image const*>(unsigned long, Image const*, Image const*) [296]
[285]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_M_allocate(unsigned long) [285]
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::allocate(std::allocator<Image>&, unsigned long) [292]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_base() [289]
[286]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::_Vector_impl() [286]
                0.00    0.00      24/24          std::allocator<Image>::allocator() [283]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl_data::_Vector_impl_data() [288]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::~_Vector_base() [290]
[287]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::~_Vector_impl() [287]
                0.00    0.00      24/24          std::allocator<Image>::~allocator() [284]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::_Vector_impl() [286]
[288]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl_data::_Vector_impl_data() [288]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::vector() [298]
[289]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::_Vector_base() [289]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::_Vector_impl() [286]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::~vector() [299]
[290]    0.0    0.00    0.00      24         std::_Vector_base<Image, std::allocator<Image> >::~_Vector_base() [290]
                0.00    0.00      24/48          std::_Vector_base<Image, std::allocator<Image> >::_M_deallocate(Image*, unsigned long) [253]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_impl::~_Vector_impl() [287]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_M_deallocate(Image*, unsigned long) [253]
[291]    0.0    0.00    0.00      24         std::allocator_traits<std::allocator<Image> >::deallocate(std::allocator<Image>&, Image*, unsigned long) [291]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<Image>::deallocate(Image*, unsigned long) [275]
-----------------------------------------------
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_M_allocate(unsigned long) [285]
[292]    0.0    0.00    0.00      24         std::allocator_traits<std::allocator<Image> >::allocate(std::allocator<Image>&, unsigned long) [292]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<Image>::allocate(unsigned long, void const*) [276]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::_S_max_size(std::allocator<Image> const&) [295]
[293]    0.0    0.00    0.00      24         std::allocator_traits<std::allocator<Image> >::max_size(std::allocator<Image> const&) [293]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<Image>::max_size() const [279]
-----------------------------------------------
                0.00    0.00      24/24          Image* std::uninitialized_copy<Image const*, Image*>(Image const*, Image const*, Image*) [301]
[294]    0.0    0.00    0.00      24         Image* std::__uninitialized_copy<false>::__uninit_copy<Image const*, Image*>(Image const*, Image const*, Image*) [294]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::max_size() const [282]
[295]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::_S_max_size(std::allocator<Image> const&) [295]
                0.00    0.00      24/24          std::allocator_traits<std::allocator<Image> >::max_size(std::allocator<Image> const&) [293]
                0.00    0.00      24/1196        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [159]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
[296]    0.0    0.00    0.00      24         Image* std::vector<Image, std::allocator<Image> >::_M_allocate_and_copy<Image const*>(unsigned long, Image const*, Image const*) [296]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_M_allocate(unsigned long) [285]
                0.00    0.00      24/72          std::_Vector_base<Image, std::allocator<Image> >::_M_get_Tp_allocator() [245]
                0.00    0.00      24/24          Image* std::__uninitialized_copy_a<Image const*, Image*, Image>(Image const*, Image const*, Image*, std::allocator<Image>&) [302]
-----------------------------------------------
                0.00    0.00       8/24          sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
                0.00    0.00       8/24          sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.00    0.00       8/24          sift::generate_gradient_pyramid(sift::ScaleSpacePyramid const&) [8]
[297]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
                0.00    0.00      48/48          Image const* std::__make_move_if_noexcept_iterator<Image, Image const*>(Image*) [258]
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::max_size() const [282]
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::capacity() const [281]
                0.00    0.00      24/3388        std::vector<Image, std::allocator<Image> >::size() const [126]
                0.00    0.00      24/24          Image* std::vector<Image, std::allocator<Image> >::_M_allocate_and_copy<Image const*>(unsigned long, Image const*, Image const*) [296]
                0.00    0.00      24/72          std::_Vector_base<Image, std::allocator<Image> >::_M_get_Tp_allocator() [245]
                0.00    0.00      24/48          void std::_Destroy<Image*, Image>(Image*, Image*, std::allocator<Image>&) [260]
                0.00    0.00      24/48          std::_Vector_base<Image, std::allocator<Image> >::_M_deallocate(Image*, unsigned long) [253]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Construct<std::vector<Image, std::allocator<Image> >>(std::vector<Image, std::allocator<Image> >*) [300]
[298]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::vector() [298]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::_Vector_base() [289]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Destroy<std::vector<Image, std::allocator<Image> > >(std::vector<Image, std::allocator<Image> >*) [303]
[299]    0.0    0.00    0.00      24         std::vector<Image, std::allocator<Image> >::~vector() [299]
                0.00    0.00      24/72          std::_Vector_base<Image, std::allocator<Image> >::_M_get_Tp_allocator() [245]
                0.00    0.00      24/24          std::_Vector_base<Image, std::allocator<Image> >::~_Vector_base() [290]
                0.00    0.00      24/48          void std::_Destroy<Image*, Image>(Image*, Image*, std::allocator<Image>&) [260]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::vector<Image, std::allocator<Image> >*, unsigned long>(std::vector<Image, std::allocator<Image> >*, unsigned long) [357]
[300]    0.0    0.00    0.00      24         void std::_Construct<std::vector<Image, std::allocator<Image> >>(std::vector<Image, std::allocator<Image> >*) [300]
                0.00    0.00      24/1784        operator new(unsigned long, void*) [155]
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::vector() [298]
-----------------------------------------------
                0.00    0.00      24/24          Image* std::__uninitialized_copy_a<Image const*, Image*, Image>(Image const*, Image const*, Image*, std::allocator<Image>&) [302]
[301]    0.0    0.00    0.00      24         Image* std::uninitialized_copy<Image const*, Image*>(Image const*, Image const*, Image*) [301]
                0.00    0.00      24/24          Image* std::__uninitialized_copy<false>::__uninit_copy<Image const*, Image*>(Image const*, Image const*, Image*) [294]
-----------------------------------------------
                0.00    0.00      24/24          Image* std::vector<Image, std::allocator<Image> >::_M_allocate_and_copy<Image const*>(unsigned long, Image const*, Image const*) [296]
[302]    0.0    0.00    0.00      24         Image* std::__uninitialized_copy_a<Image const*, Image*, Image>(Image const*, Image const*, Image*, std::allocator<Image>&) [302]
                0.00    0.00      24/24          Image* std::uninitialized_copy<Image const*, Image*>(Image const*, Image const*, Image*) [301]
-----------------------------------------------
                0.00    0.00      24/24          void std::_Destroy_aux<false>::__destroy<std::vector<Image, std::allocator<Image> >*>(std::vector<Image, std::allocator<Image> >*, std::vector<Image, std::allocator<Image> >*) [345]
[303]    0.0    0.00    0.00      24         void std::_Destroy<std::vector<Image, std::allocator<Image> > >(std::vector<Image, std::allocator<Image> >*) [303]
                0.00    0.00      24/24          std::vector<Image, std::allocator<Image> >::~vector() [299]
-----------------------------------------------
                0.00    0.00       2/23          std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::~_Vector_base() [384]
                0.00    0.00      21/23          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[304]    0.0    0.00    0.00      23         std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_deallocate(sift::Keypoint*, unsigned long) [304]
                0.00    0.00      21/21          std::allocator_traits<std::allocator<sift::Keypoint> >::deallocate(std::allocator<sift::Keypoint>&, sift::Keypoint*, unsigned long) [312]
-----------------------------------------------
                0.00    0.00       1/22          sift::find_keypoints_and_descriptors(Image const&, float, int, int, float, float, float, float) [2]
                0.00    0.00      21/22          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::push_back(sift::Keypoint const&) [176]
[305]    0.0    0.00    0.00      22         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::end() [305]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::__normal_iterator(sift::Keypoint* const&) [261]
-----------------------------------------------
                0.00    0.00       1/22          sift::find_keypoints_and_descriptors(Image const&, float, int, int, float, float, float, float) [2]
                0.00    0.00      21/22          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[306]    0.0    0.00    0.00      22         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::begin() [306]
                0.00    0.00      22/44          __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::__normal_iterator(sift::Keypoint* const&) [261]
-----------------------------------------------
                0.00    0.00      21/21          std::allocator_traits<std::allocator<sift::Keypoint> >::deallocate(std::allocator<sift::Keypoint>&, sift::Keypoint*, unsigned long) [312]
[307]    0.0    0.00    0.00      21         __gnu_cxx::new_allocator<sift::Keypoint>::deallocate(sift::Keypoint*, unsigned long) [307]
-----------------------------------------------
                0.00    0.00      21/21          std::allocator_traits<std::allocator<sift::Keypoint> >::allocate(std::allocator<sift::Keypoint>&, unsigned long) [313]
[308]    0.0    0.00    0.00      21         __gnu_cxx::new_allocator<sift::Keypoint>::allocate(unsigned long, void const*) [308]
                0.00    0.00      21/63          __gnu_cxx::new_allocator<sift::Keypoint>::_M_max_size() const [246]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[309]    0.0    0.00    0.00      21         __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::difference_type __gnu_cxx::operator-<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > > const&, __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > > const&) [309]
                0.00    0.00      42/1084        __gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::base() const [170]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[310]    0.0    0.00    0.00      21         std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_check_len(unsigned long, char const*) const [310]
                0.00    0.00      84/85          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::size() const [244]
                0.00    0.00      42/42          std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::max_size() const [265]
                0.00    0.00      21/584         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [188]
-----------------------------------------------
                0.00    0.00      21/21          void std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_realloc_insert<sift::Keypoint const&>(__gnu_cxx::__normal_iterator<sift::Keypoint*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >, sift::Keypoint const&) [314]
[311]    0.0    0.00    0.00      21         std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_allocate(unsigned long) [311]
                0.00    0.00      21/21          std::allocator_traits<std::allocator<sift::Keypoint> >::allocate(std::allocator<sift::Keypoint>&, unsigned long) [313]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_deallocate(sift::Keypoint*, unsigned long) [304]
[312]    0.0    0.00    0.00      21         std::allocator_traits<std::allocator<sift::Keypoint> >::deallocate(std::allocator<sift::Keypoint>&, sift::Keypoint*, unsigned long) [312]
                0.00    0.00      21/21          __gnu_cxx::new_allocator<sift::Keypoint>::deallocate(sift::Keypoint*, unsigned long) [307]
-----------------------------------------------
                0.00    0.00      21/21          std::_Vector_base<sift::Keypoint, std::allocator<sift::Keypoint> >::_M_allocate(unsigned long) [311]
