Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       1/131         sift::find_keypoints_and_descriptors(Image const&, float, int, int, float, float, float, float) [2]
                0.00    0.00       1/131         sift::draw_keypoints(Image const&, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > const&) [24]
                0.00    0.00       1/131         main [1]
                0.01    0.00      40/131         sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.03    0.00      88/131         void __gnu_cxx::new_allocator<Image>::construct<Image, Image const&>(Image*, Image const&) [14]
[12]     4.8    0.04    0.00     131         Image::Image(Image const&) [12]
-----------------------------------------------
                0.01    0.03       1/1           sift::find_keypoints_and_descriptors(Image const&, float, int, int, float, float, float, float) [2]
[13]     4.3    0.01    0.03       1         sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.01    0.00      40/131         Image::Image(Image const&) [12]
                0.00    0.01      40/88          std::vector<Image, std::allocator<Image> >::push_back(Image const&) [16]
                0.00    0.00 1925600/12391866     std::vector<Image, std::allocator<Image> >::operator[](unsigned long) const [20]
                0.00    0.00 1925600/11065787     std::vector<std::vector<Image, std::allocator<Image> >, std::allocator<std::vector<Image, std::allocator<Image> > > >::operator[](unsigned long) const [91]
                0.00    0.00      48/208         std::vector<std::vector<Image, std::allocator<Image> >, std::allocator<std::vector<Image, std::allocator<Image> > > >::operator[](unsigned long) [231]
                0.00    0.00      40/361         Image::~Image() [230]
                0.00    0.00       8/24          std::vector<Image, std::allocator<Image> >::reserve(unsigned long) [297]
                0.00    0.00       1/3           std::allocator<std::vector<Image, std::allocator<Image> > >::allocator() [344]
                0.00    0.00       1/3           std::vector<std::vector<Image, std::allocator<Image> >, std::allocator<std::vector<Image, std::allocator<Image> > > >::vector(unsigned long, std::allocator<std::vector<Image, std::allocator<Image> > > const&) [361]
                0.00    0.00       1/9           std::allocator<std::vector<Image, std::allocator<Image> > >::~allocator() [320]
-----------------------------------------------
                0.00    0.03      88/88          void std::allocator_traits<std::allocator<Image> >::construct<Image, Image const&>(std::allocator<Image>&, Image*, Image const&) [15]
[14]     3.2    0.00    0.03      88         void __gnu_cxx::new_allocator<Image>::construct<Image, Image const&>(Image*, Image const&) [14]
                0.03    0.00      88/131         Image::Image(Image const&) [12]
                0.00    0.00      88/176         Image const& std::forward<Image const&>(std::remove_reference<Image const&>::type&) [234]
                0.00    0.00      88/1784        operator new(unsigned long, void*) [155]
-----------------------------------------------
                0.00    0.03      88/88          std::vector<Image, std::allocator<Image> >::push_back(Image const&) [16]
[15]     3.2    0.00    0.03      88         void std::allocator_traits<std::allocator<Image> >::construct<Image, Image const&>(std::allocator<Image>&, Image*, Image const&) [15]
                0.00    0.03      88/88          void __gnu_cxx::new_allocator<Image>::construct<Image, Image const&>(Image*, Image const&) [14]
                0.00    0.00      88/176         Image const& std::forward<Image const&>(std::remove_reference<Image const&>::type&) [234]
-----------------------------------------------
                0.00    0.01      40/88          sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.00    0.01      48/88          sift::generate_gradient_pyramid(sift::ScaleSpacePyramid const&) [8]
[16]     3.2    0.00    0.03      88         std::vector<Image, std::allocator<Image> >::push_back(Image const&) [16]
                0.00    0.03      88/88          void std::allocator_traits<std::allocator<Image> >::construct<Image, Image const&>(std::allocator<Image>&, Image*, Image const&) [15]
-----------------------------------------------
                0.00    0.00   13167/33092213     sift::refine_or_discard_keypoint(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, float, float) [26]
                0.00    0.00 1142388/33092213     sift::find_keypoints(sift::ScaleSpacePyramid const&, float, float) [9]
                0.00    0.00 3108036/33092213     sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
                0.02    0.00 28828622/33092213     sift::update_histograms(float (*) [4][8], float, float, float, float, float) [7]
[17]     2.4    0.02    0.00 33092213         std::abs(float) [17]
-----------------------------------------------
                0.00    0.02       9/9           sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
[18]     2.1    0.00    0.02       9         Image::resize(int, int, Interpolation) const [18]
                0.01    0.00  770228/770228      map_coordinate(float, float, float) [22]
                0.00    0.00  289008/289008      bilinear_interpolate(Image const&, float, float, int) [23]
                0.00    0.00  385114/9622943     Image::set_pixel(int, int, int, float) [11]
                0.00    0.00   96106/96106       nn_interpolate(Image const&, float, float, int) [28]
                0.00    0.00       9/181         Image::Image(int, int, int) [232]
-----------------------------------------------
                0.01    0.00     499/499         sift::find_keypoints_and_descriptors(Image const&, float, int, int, float, float, float, float) [2]
[19]     1.7    0.01    0.00     499         sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00  235120/982721      std::atan2(float, float) [21]
                0.00    0.00  470240/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00     499/12391866     std::vector<Image, std::allocator<Image> >::operator[](unsigned long) const [20]
                0.00    0.00  470240/1967400     __gnu_cxx::__promote_2<float, int, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<float, int>(float, int) [92]
                0.00    0.00  235120/983847      std::sqrt(float) [95]
                0.00    0.00    1768/206312      std::round(float) [100]
                0.00    0.00     560/560         std::vector<float, std::allocator<float> >::push_back(float const&) [205]
                0.00    0.00     499/2556        __gnu_cxx::__promote_2<int, int, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<int, int>(int, int) [150]
                0.00    0.00     499/11065787     std::vector<std::vector<Image, std::allocator<Image> >, std::allocator<std::vector<Image, std::allocator<Image> > > >::operator[](unsigned long) const [91]
                0.00    0.00     499/499         float std::min<float>(std::initializer_list<float>) [221]
                0.00    0.00     499/1059        __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [177]
                0.00    0.00     499/499         std::vector<float, std::allocator<float> >::vector() [218]
                0.00    0.00     442/442         sift::smooth_histogram(float*) [225]
                0.00    0.00     442/942         std::vector<float, std::allocator<float> >::~vector() [183]
                0.00    0.00     442/442         std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> >&&) [229]
-----------------------------------------------
                0.00    0.00      24/12391866     sift::find_keypoints(sift::ScaleSpacePyramid const&, float, float) [9]
                0.00    0.00     499/12391866     sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00     560/12391866     sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
                0.00    0.00    1953/12391866     sift::point_is_on_edge(sift::Keypoint const&, std::vector<Image, std::allocator<Image> > const&, float) [30]
                0.00    0.00   10092/12391866     sift::fit_quadratic(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, int) [27]
                0.00    0.00 1314018/12391866     sift::point_is_extremum(std::vector<Image, std::allocator<Image> > const&, int, int, int) [10]
                0.00    0.00 1925600/12391866     sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.01    0.00 9139120/12391866     sift::generate_gradient_pyramid(sift::ScaleSpacePyramid const&) [8]
[20]     1.2    0.01    0.00 12391866         std::vector<Image, std::allocator<Image> >::operator[](unsigned long) const [20]
-----------------------------------------------
                0.00    0.00  235120/982721      sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.01    0.00  747601/982721      sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
[21]     1.2    0.01    0.00  982721         std::atan2(float, float) [21]
-----------------------------------------------
                0.01    0.00  770228/770228      Image::resize(int, int, Interpolation) const [18]
[22]     1.2    0.01    0.00  770228         map_coordinate(float, float, float) [22]
-----------------------------------------------
                0.00    0.00  289008/289008      Image::resize(int, int, Interpolation) const [18]
[23]     0.6    0.00    0.00  289008         bilinear_interpolate(Image const&, float, float, int) [23]
                0.00    0.00 1156032/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00  578016/649696      std::floor(float) [98]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[24]     0.2    0.00    0.00       1         sift::draw_keypoints(Image const&, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > const&) [24]
                0.00    0.00       1/1           grayscale_to_rgb(Image const&) [25]
                0.00    0.00       1/131         Image::Image(Image const&) [12]
                0.00    0.00     560/560         draw_point(Image&, int, int, int) [29]
                0.00    0.00     561/561         bool __gnu_cxx::operator!=<sift::Keypoint const*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >(__gnu_cxx::__normal_iterator<sift::Keypoint const*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > > const&, __gnu_cxx::__normal_iterator<sift::Keypoint const*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > > const&) [197]
                0.00    0.00     560/560         __gnu_cxx::__normal_iterator<sift::Keypoint const*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::operator*() const [202]
                0.00    0.00     560/560         __gnu_cxx::__normal_iterator<sift::Keypoint const*, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > >::operator++() [200]
                0.00    0.00       1/11          Image::operator=(Image&&) [316]
                0.00    0.00       1/361         Image::~Image() [230]
                0.00    0.00       1/1           std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::begin() const [428]
                0.00    0.00       1/1           std::vector<sift::Keypoint, std::allocator<sift::Keypoint> >::end() const [427]
-----------------------------------------------
                0.00    0.00       1/1           sift::draw_keypoints(Image const&, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > const&) [24]
[25]     0.2    0.00    0.00       1         grayscale_to_rgb(Image const&) [25]
                0.00    0.00  216756/9622943     Image::set_pixel(int, int, int, float) [11]
                0.00    0.00   72252/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00       1/181         Image::Image(int, int, int) [232]
-----------------------------------------------
                0.00    0.00    1189/1189        sift::find_keypoints(sift::ScaleSpacePyramid const&, float, float) [9]
[26]     0.1    0.00    0.00    1189         sift::refine_or_discard_keypoint(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, float, float) [26]
                0.00    0.00    3364/3364        sift::fit_quadratic(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, int) [27]
                0.00    0.00    1953/1953        sift::point_is_on_edge(sift::Keypoint const&, std::vector<Image, std::allocator<Image> > const&, float) [30]
                0.00    0.00   13167/33092213     std::abs(float) [17]
                0.00    0.00   10092/206312      std::round(float) [100]
                0.00    0.00    3364/3364        std::tuple_element<0ul, std::tuple<float, float, float> >::type&& std::get<0ul, float, float, float>(std::tuple<float, float, float>&&) [146]
                0.00    0.00    3364/3364        std::tuple_element<1ul, std::tuple<float, float, float> >::type&& std::get<1ul, float, float, float>(std::tuple<float, float, float>&&) [147]
                0.00    0.00    3364/3364        std::tuple_element<2ul, std::tuple<float, float, float> >::type&& std::get<2ul, float, float, float>(std::tuple<float, float, float>&&) [148]
                0.00    0.00    3364/3364        float std::max<float>(std::initializer_list<float>) [149]
                0.00    0.00    3364/3388        std::vector<Image, std::allocator<Image> >::size() const [126]
                0.00    0.00     499/499         sift::find_input_img_coords(sift::Keypoint&, float, float, float, float, float, int) [213]
-----------------------------------------------
                0.00    0.00    3364/3364        sift::refine_or_discard_keypoint(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, float, float) [26]
[27]     0.0    0.00    0.00    3364         sift::fit_quadratic(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, int) [27]
                0.00    0.00   94192/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00   10092/12391866     std::vector<Image, std::allocator<Image> >::operator[](unsigned long) const [20]
                0.00    0.00    3364/3364        std::tuple<float, float, float>::tuple<float&, float&, float&, true, true>(float&, float&, float&) [140]
-----------------------------------------------
                0.00    0.00   96106/96106       Image::resize(int, int, Interpolation) const [18]
[28]     0.0    0.00    0.00   96106         nn_interpolate(Image const&, float, float, int) [28]
                0.00    0.00   96106/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00  192212/206312      std::round(float) [100]
-----------------------------------------------
                0.00    0.00     560/560         sift::draw_keypoints(Image const&, std::vector<sift::Keypoint, std::allocator<sift::Keypoint> > const&) [24]
[29]     0.0    0.00    0.00     560         draw_point(Image&, int, int, int) [29]
                0.00    0.00   21840/9622943     Image::set_pixel(int, int, int, float) [11]
-----------------------------------------------
                0.00    0.00    1953/1953        sift::refine_or_discard_keypoint(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, float, float) [26]
[30]     0.0    0.00    0.00    1953         sift::point_is_on_edge(sift::Keypoint const&, std::vector<Image, std::allocator<Image> > const&, float) [30]
                0.00    0.00   19530/73896763     Image::get_pixel(int, int, int) const [5]
                0.00    0.00    1953/12391866     std::vector<Image, std::allocator<Image> >::operator[](unsigned long) const [20]
                0.00    0.00    1953/1967400     __gnu_cxx::__promote_2<float, int, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<float, int>(float, int) [92]
-----------------------------------------------
                0.00    0.00       1/1           Image::Image(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [426]
[31]     0.0    0.00    0.00       1         stbi_image_free [31]
-----------------------------------------------
                0.00    0.00       1/1           Image::Image(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [426]
[32]     0.0    0.00    0.00       1         stbi_load [32]
                0.00    0.00       1/1           stbi__fopen(char const*, char const*) [399]
                0.00    0.00       1/1           stbi_load_from_file [33]
-----------------------------------------------
                0.00    0.00       1/1           stbi_load [32]
[33]     0.0    0.00    0.00       1         stbi_load_from_file [33]
                0.00    0.00       1/1           stbi__start_file(stbi__context*, _IO_FILE*) [410]
                0.00    0.00       1/1           stbi__load_and_postprocess_8bit(stbi__context*, int*, int*, int*, int) [423]
-----------------------------------------------
                0.00    0.00       1/1           Image::save(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [425]
[34]     0.0    0.00    0.00       1         stbi_write_jpg [34]
                0.00    0.00       1/1           stbi__start_write_file(stbi__write_context*, char const*) [418]
                0.00    0.00       1/1           stbi_write_jpg_core(stbi__write_context*, int, int, int, void const*, int) [412]
                0.00    0.00       1/1           stbi__end_write_file(stbi__write_context*) [413]
-----------------------------------------------
                0.00    0.00       1/1           stbi__parse_png_file(stbi__png*, int, int) [414]
[35]     0.0    0.00    0.00       1         stbi_zlib_decode_malloc_guesssize_headerflag [35]
                0.00    0.00       1/3           stbi__malloc(unsigned long) [336]
                0.00    0.00       1/1           stbi__do_zlib(stbi__zbuf*, char*, int, int, int) [402]
-----------------------------------------------
                0.00    0.00       8/11065787     sift::find_keypoints(sift::ScaleSpacePyramid const&, float, float) [9]
                0.00    0.00     499/11065787     sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00     560/11065787     sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
                0.00    0.00 1925600/11065787     sift::generate_dog_pyramid(sift::ScaleSpacePyramid const&) [13]
                0.00    0.00 9139120/11065787     sift::generate_gradient_pyramid(sift::ScaleSpacePyramid const&) [8]
[91]     0.0    0.00    0.00 11065787         std::vector<std::vector<Image, std::allocator<Image> >, std::allocator<std::vector<Image, std::allocator<Image> > > >::operator[](unsigned long) const [91]
-----------------------------------------------
                0.00    0.00       5/1967400     sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
                0.00    0.00    1953/1967400     sift::point_is_on_edge(sift::Keypoint const&, std::vector<Image, std::allocator<Image> > const&, float) [30]
                0.00    0.00  470240/1967400     sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00 1495202/1967400     sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
[92]     0.0    0.00    0.00 1967400         __gnu_cxx::__promote_2<float, int, __gnu_cxx::__promote<float, std::__is_integer<float>::__value>::__type, __gnu_cxx::__promote<int, std::__is_integer<int>::__value>::__type>::__type std::pow<float, int>(float, int) [92]
-----------------------------------------------
                0.00    0.00  982157/1964314     sift::point_is_extremum(std::vector<Image, std::allocator<Image> > const&, int, int, int) [10]
                0.00    0.00  982157/1964314     std::initializer_list<int>::end() const [96]
[93]     0.0    0.00    0.00 1964314         std::initializer_list<int>::begin() const [93]
-----------------------------------------------
                0.00    0.00 1554018/1554018     sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
[94]     0.0    0.00    0.00 1554018         float const& std::max<float>(float const&, float const&) [94]
-----------------------------------------------
                0.00    0.00       6/983847      sift::generate_gaussian_pyramid(Image const&, float, int, int) [3]
                0.00    0.00    1120/983847      sift::hists_to_vec(float (*) [4][8], std::array<unsigned char, 128ul>&) [198]
                0.00    0.00  235120/983847      sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00  747601/983847      sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
[95]     0.0    0.00    0.00  983847         std::sqrt(float) [95]
-----------------------------------------------
                0.00    0.00  982157/982157      sift::point_is_extremum(std::vector<Image, std::allocator<Image> > const&, int, int, int) [10]
[96]     0.0    0.00    0.00  982157         std::initializer_list<int>::end() const [96]
                0.00    0.00  982157/1964314     std::initializer_list<int>::begin() const [93]
                0.00    0.00  982157/982157      std::initializer_list<int>::size() const [97]
-----------------------------------------------
                0.00    0.00  982157/982157      std::initializer_list<int>::end() const [96]
[97]     0.0    0.00    0.00  982157         std::initializer_list<int>::size() const [97]
-----------------------------------------------
                0.00    0.00   71680/649696      sift::hists_to_vec(float (*) [4][8], std::array<unsigned char, 128ul>&) [198]
                0.00    0.00  578016/649696      bilinear_interpolate(Image const&, float, float, int) [23]
[98]     0.0    0.00    0.00  649696         std::floor(float) [98]
-----------------------------------------------
                0.00    0.00       1/258774      stbi_write_jpg_core(stbi__write_context*, int, int, int, void const*, int) [412]
                0.00    0.00  258773/258774      stbiw__jpg_processDU(stbi__write_context*, int*, int*, float*, int, float*, int, unsigned short const (*) [2], unsigned short const (*) [2]) [125]
[99]     0.0    0.00    0.00  258774         stbiw__jpg_writeBits(stbi__write_context*, int*, int*, unsigned short const*) [99]
                0.00    0.00  135922/135928      stbiw__putc(stbi__write_context*, unsigned char) [102]
-----------------------------------------------
                0.00    0.00    1768/206312      sift::find_keypoint_orientations(sift::Keypoint&, sift::ScaleSpacePyramid const&, float, float) [19]
                0.00    0.00    2240/206312      sift::compute_keypoint_descriptor(sift::Keypoint&, float, sift::ScaleSpacePyramid const&, float) [6]
                0.00    0.00   10092/206312      sift::refine_or_discard_keypoint(sift::Keypoint&, std::vector<Image, std::allocator<Image> > const&, float, float) [26]
                0.00    0.00  192212/206312      nn_interpolate(Image const&, float, float, int) [28]
[100]    0.0    0.00    0.00  206312         std::round(float) [100]
-----------------------------------------------
                0.00    0.00      13/135941      stbi_write_jpg_core(stbi__write_context*, int, int, int, void const*, int) [412]
                0.00    0.00  135928/135941      stbiw__putc(stbi__write_context*, unsigned char) [102]
[101]    0.0    0.00    0.00  135941         stbi__stdio_write(void*, void*, int) [101]
-----------------------------------------------
                0.00    0.00       6/135928      stbi_write_jpg_core(stbi__write_context*, int, int, int, void const*, int) [412]
                0.00    0.00  135922/135928      stbiw__jpg_writeBits(stbi__write_context*, int*, int*, unsigned short const*) [99]
[102]    0.0    0.00    0.00  135928         stbiw__putc(stbi__write_context*, unsigned char) [102]
                0.00    0.00  135928/135941      stbi__stdio_write(void*, void*, int) [101]
-----------------------------------------------
                0.00    0.00  128110/128110      stbiw__jpg_processDU(stbi__write_context*, int*, int*, float*, int, float*, int, unsigned short const (*) [2], unsigned short const (*) [2]) [125]
[103]    0.0    0.00    0.00  128110         stbiw__jpg_calcBits(int, unsigned short*) [103]
-----------------------------------------------
                0.00    0.00       1/74798       stbi__parse_zlib_header(stbi__zbuf*) [419]
                0.00    0.00   24200/74798       stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [109]
                0.00    0.00   50597/74798       stbi__zget8(stbi__zbuf*) [112]
[104]    0.0    0.00    0.00   74798         stbi__zeof(stbi__zbuf*) [104]
-----------------------------------------------
                0.00    0.00   71680/71680       std::array<unsigned char, 128ul>::operator[](unsigned long) [106]
[105]    0.0    0.00    0.00   71680         std::__array_traits<unsigned char, 128ul>::_S_ref(unsigned char const (&) [128], unsigned long) [105]
-----------------------------------------------
                0.00    0.00   71680/71680       sift::hists_to_vec(float (*) [4][8], std::array<unsigned char, 128ul>&) [198]
[106]    0.0    0.00    0.00   71680         std::array<unsigned char, 128ul>::operator[](unsigned long) [106]
                0.00    0.00   71680/71680       std::__array_traits<unsigned char, 128ul>::_S_ref(unsigned char const (&) [128], unsigned long) [105]
-----------------------------------------------
                0.00    0.00   71680/71680       sift::hists_to_vec(float (*) [4][8], std::array<unsigned char, 128ul>&) [198]
[107]    0.0    0.00    0.00   71680         float const& std::min<float>(float const&, float const&) [107]
-----------------------------------------------
                0.00    0.00   71680/71680       sift::hists_to_vec(float (*) [4][8], std::array<unsigned char, 128ul>&) [198]
[108]    0.0    0.00    0.00   71680         int const& std::min<int>(int const&, int const&) [108]
-----------------------------------------------
                0.00    0.00     496/70557       stbi__compute_huffman_codes(stbi__zbuf*) [338]
                0.00    0.00   70061/70557       stbi__parse_huffman_block(stbi__zbuf*) [337]
[109]    0.0    0.00    0.00   70557         stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [109]
                0.00    0.00   24200/74798       stbi__zeof(stbi__zbuf*) [104]
                0.00    0.00   24200/24211       stbi__fill_bits(stbi__zbuf*) [114]
                0.00    0.00    5419/5419        stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [120]
-----------------------------------------------
                0.00    0.00   61236/61236       stbi__create_png_image_raw(stbi__png*, unsigned char*, unsigned int, int, unsigned int, unsigned int, int, int) [421]
[110]    0.0    0.00    0.00   61236         stbi__paeth(int, int, int) [110]
-----------------------------------------------
                0.00    0.00   55104/55104       stbiw__jpg_processDU(stbi__write_context*, int*, int*, float*, int, float*, int, unsigned short const (*) [2], unsigned short const (*) [2]) [125]
[111]    0.0    0.00    0.00   55104         stbiw__jpg_DCT(float*, float*, float*, float*, float*, float*, float*, float*) [111]
-----------------------------------------------
                0.00    0.00       2/50597       stbi__parse_zlib_header(stbi__zbuf*) [419]
                0.00    0.00   50595/50597       stbi__fill_bits(stbi__zbuf*) [114]
[112]    0.0    0.00    0.00   50597         stbi__zget8(stbi__zbuf*) [112]
                0.00    0.00   50597/74798       stbi__zeof(stbi__zbuf*) [104]
-----------------------------------------------
                0.00    0.00    3364/40368       std::_Head_base<0ul, float, false>::_Head_base<float&>(float&) [129]
                0.00    0.00    3364/40368       std::_Tuple_impl<2ul, float>::_Tuple_impl<float&>(float&) [139]
                0.00    0.00    3364/40368       std::_Head_base<1ul, float, false>::_Head_base<float&>(float&) [131]
                0.00    0.00    3364/40368       std::_Head_base<2ul, float, false>::_Head_base<float&>(float&) [133]
                0.00    0.00    6728/40368       std::_Tuple_impl<1ul, float, float>::_Tuple_impl<float&, float&, void>(float&, float&) [137]
                0.00    0.00   10092/40368       std::tuple<float, float, float>::tuple<float&, float&, float&, true, true>(float&, float&, float&) [140]
                0.00    0.00   10092/40368       std::_Tuple_impl<0ul, float, float, float>::_Tuple_impl<float&, float&, float&, void>(float&, float&, float&) [135]
[113]    0.0    0.00    0.00   40368         float& std::forward<float&>(std::remove_reference<float&>::type&) [113]
-----------------------------------------------
                0.00    0.00      11/24211       stbi__zreceive(stbi__zbuf*, int) [187]
                0.00    0.00   24200/24211       stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [109]
[114]    0.0    0.00    0.00   24211         stbi__fill_bits(stbi__zbuf*) [114]
                0.00    0.00   50595/50597       stbi__zget8(stbi__zbuf*) [112]
-----------------------------------------------
                0.00    0.00       3/10110       void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [363]
                0.00    0.00       5/10110       float& std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [331]
                0.00    0.00       5/10110       void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [330]
                0.00    0.00       5/10110       void __gnu_cxx::new_allocator<float>::construct<float, float>(float*, float&&) [328]
                0.00    0.00    3364/10110       std::tuple_element<0ul, std::tuple<float, float, float> >::type&& std::get<0ul, float, float, float>(std::tuple<float, float, float>&&) [146]
                0.00    0.00    3364/10110       std::tuple_element<1ul, std::tuple<float, float, float> >::type&& std::get<1ul, float, float, float>(std::tuple<float, float, float>&&) [147]
                0.00    0.00    3364/10110       std::tuple_element<2ul, std::tuple<float, float, float> >::type&& std::get<2ul, float, float, float>(std::tuple<float, float, float>&&) [148]
[115]    0.0    0.00    0.00   10110         float&& std::forward<float>(std::remove_reference<float>::type&) [115]
-----------------------------------------------
                0.00    0.00    1497/8225        float const* std::__min_element<float const*, __gnu_cxx::__ops::_Iter_less_iter>(float const*, float const*, __gnu_cxx::__ops::_Iter_less_iter) [220]
                0.00    0.00    6728/8225        float const* std::__max_element<float const*, __gnu_cxx::__ops::_Iter_less_iter>(float const*, float const*, __gnu_cxx::__ops::_Iter_less_iter) [145]
[116]    0.0    0.00    0.00    8225         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<float const*, float const*>(float const*, float const*) const [116]
-----------------------------------------------
                0.00    0.00       1/7728        std::vector<float, std::allocator<float> >::vector(std::initializer_list<float>, std::allocator<float> const&) [435]
                0.00    0.00     499/7728        float std::min<float>(std::initializer_list<float>) [221]
                0.00    0.00    3364/7728        float std::max<float>(std::initializer_list<float>) [149]
                0.00    0.00    3864/7728        std::initializer_list<float>::end() const [122]
[117]    0.0    0.00    0.00    7728         std::initializer_list<float>::begin() const [117]
-----------------------------------------------
                0.00    0.00     276/5695        stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int) [317]
                0.00    0.00    5419/5695        stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [120]
[118]    0.0    0.00    0.00    5695         stbi__bit_reverse(int, int) [118]
                0.00    0.00    5695/5695        stbi__bitreverse16(int) [119]
-----------------------------------------------
                0.00    0.00    5695/5695        stbi__bit_reverse(int, int) [118]
[119]    0.0    0.00    0.00    5695         stbi__bitreverse16(int) [119]
-----------------------------------------------
                0.00    0.00    5419/5419        stbi__zhuffman_decode(stbi__zbuf*, stbi__zhuffman*) [109]
[120]    0.0    0.00    0.00    5419         stbi__zhuffman_decode_slowpath(stbi__zbuf*, stbi__zhuffman*) [120]
                0.00    0.00    5419/5695        stbi__bit_reverse(int, int) [118]
-----------------------------------------------
                0.00    0.00       6/4370        void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [363]
                0.00    0.00    1120/4370        void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [204]
