22262	22283
22315	22353
22404	22462
22517	22500
22252	21550
20316	18828
17676	17312
17674	18071
17568	15799
13500	11887
11501	11869
12200	12053
11448	10691
10172	10226
11081	12836
15364	18150
20409	21682
22135	22176
22088	21952
21786	21606
21427	21264
21133	21036
20975	20937
20908	20876
20867	20950
21228	21695
22393	22409
22440	22479
22534	22595
22642	22594
22286	21547
20449	19398
18852	18912
19214	19074
17928	15917
14018	13211
13520	14104
14122	13381
12242	11237
10765	10994
11958	13664
16004	18559
20640	21833
22262	22302
22208	22071
21909	21733
21561	21411
21282	21183
21119	21082
21048	21014
21003	21085
21366	21848
22577	22592
22616	22656
22711	22771
22809	22752
22451	21810
21008	20466
20429	20678
20651	19781
17945	15803
14503	14700
15903	16903
16824	15630
13929	12480
11801	12035
13096	14844
17073	19346
21124	22115
22461	22475
22372	22230
22075	21914
21759	21613
21491	21393
21327	21279
21242	21205
21189	21271
21553	22042
22784	22795
22820	22861
22911	22963
22997	22963
22760	22354
21920	21755
21905	22001
21471	19925
17610	15553
14912	15998
17951	19415
19542	18349
16445	14623
13532	13475
14431	16188
18346	20353
21767	22482
22692	22658
22545	22409
22263	22122
21981	21845
21724	21628
21557	21505
21460	21417
21402	21480
21764	22257
23000	23012
23037	23076
23122	23163
23199	23203
23136	22980
22838	22842
22937	22760
21813	19848
17359	15554
15469	17113
19443	21180
21624	20821
19218	17414
16038	15553
16133	17647
19590	21303
22379	22832
22911	22834
22716	22587
22461	22337
22209	22077
21959	21861
21786	21728
21677	21634
21615	21697
21981	22479
23223	23235
23261	23298
23339	23376
23410	23450
23478	23485
23497	23545
23542	23196
22082	20026
17631	16116
16365	18189
20528	22265
22913	22573
21552	20193
18916	18185
18308	19313
20786	22093
22855	23113
23101	23002
22883	22771
22663	22555
22432	22300
22180	22080
22002	21940
21890	21846
21831	21914
22203	22697
23446	23462
23491	23527
23566	23599
23640	23693
23763	23831
23895	23945
23909	23551
22511	20632
18487	17203
17542	19265
21380	22941
23621	23596
23107	22325
21454	20789
20630	21097
21964	22775
23224	23332
23270	23165
23061	22964
22872	22768
22644	22513
22390	22287
22208	22145
22091	22051
22038	22125
22415	22914
23675	23693
23727	23763
23800	23839
23884	23944
24016	24090
24152	24199
24175	23904
23069	21505
19653	18495
18760	20259
22091	23424
24038	24139
23964	23616
23164	22742
22527	22637
22996	23354
23537	23533
23446	23346
23256	23170
23082	22982
22861	22731
22609	22505
22423	22357
22306	22262
22249	22335
22629	23135
23908	23931
23961	23997
24036	24080
24132	24191
24251	24311
24363	24408
24411	24236
23623	22377
20782	19689
19847	21140
22725	23846
24346	24457
24404	24269
24076	23861
23697	23648
23711	23785
23789	23725
23631	23542
23464	23385
23297	23190
23073	22954
22841	22742
22654	22588
22535	22487
22471	22554
22846	23363
24155	24174
24203	24236
24278	24324
24377	24435
24484	24527
24569	24615
24637	24534
24079	23062
21653	20634
20755	21934
23320	24244
24625	24704
24675	24610
24519	24399
24278	24183
24123	24070
24002	23911
23825	23743
23671	23595
23503	23397
23282	23173
23075	22980
22895	22824
22761	22712
22692	22773
23076	23603
24414	24429
24454	24485
24521	24570
24624	24673
24715	24747
24792	24840
24871	24790
24400	23480
22199	21313
21533	22670
23890	24633
24906	24945
24907	24852
24786	24694
24583	24473
24373	24285
24196	24106
24020	23945
23873	23793
23703	23600
23494	23393
23303	23213
23132	23056
22991	22936
22909	22995
23304	23848
24685	24699
24720	24745
24780	24828
24876	24918
24953	24987
25034	25089
25111	25011
24589	23651
22453	21783
22205	23358
24421	24998
25186	25192
25146	25088
25014	24922
24814	24696
24587	24492
24403	24313
24226	24145
24066	23988
23899	23802
23705	23611
23523	23440
23360	23285
23213	23149
23124	23209
23532	24096
24963	24976
24995	25021
25052	25090
25130	25169
25202	25242
25297	25348
25357	25210
24688	23665
22532	22119
22787	23966
24893	25329
25454	25440
25388	25324
25246	25150
25037	24919
24811	24716
24626	24535
24443	24353
24267	24185
24101	24012
23922	23831
23741	23658
23579	23502
23428	23359
23319	23400
23729	24326
25233	25245
25263	25284
25310	25345
25381	25416
25454	25502
25561	25611
25598	25386
24741	23616
22545	22380
23273	24470
25279	25619
25690	25667
25611	25541
25462	25367
25255	25142
25042	24945
24856	24766
24668	24569
24476	24389
24307	24223
24136	24043
23953	23867
23785	23709
23624	23544
23488	23549
23867	24497
25462	25471
25484	25503
25527	25554
25583	25617
25663	25721
25783	25830
25799	25527
24778	23562
22549	22585
23639	24844
25574	25841
25881	25841
25783	25715
25632	25537
25435	25333
25236	25147
25060	24966
24867	24762
24663	24573
24491	24405
24316	24221
24126	24040
23960	23876
23785	23689
23611	23619
23881	24528
25606	25611
25619	25634
25655	25679
25705	25744
25792	25856
25923	25965
25922	25615
24797	23531
22555	22710
23851	25054
25745	25977
25996	25946
25881	25814
25732	25642
25544	25451
25363	25275
25188	25096
24997	24889
24786	24693
24607	24522
24428	24333
24237	24150
24067	23980
23884	23774
23673	23593
23519	23308
