13405	12464
11536	10031
8394	6749
5247	4015
3207	2993
3496	4713
6461	8311
9639	9954
9424	8747
8376	8287
8316	8377
8456	8556
8685	8840
9019	9201
9378	9538
9685	9818
9890	9861
9784	9793
9983	10333
10749	11108
11332	11421
11459	11567
11835	12285
12905	13618
14209	14426
14241	13829
13320	12715
12012	11292
10726	10494
10638	11017
11396	11511
11211	10568
9995	9975
10540	11247
11720	11887
11884	11871
11897	11889
11773	11566
11331	11163
11107	11166
11377	11752
12107	12129
11651	10771
9780	8989
8549	8379
8328	8263
8149	8041
7999	8057
8214	8455
8765	9124
9481	9760
9891	9845
9660	9443
9310	9364
9619	9993
10309	10398
10298	10215
10275	10456
10682	10909
11096	11205
11218	11155
11058	10988
10972	11009
11060	11103
11173	11333
11590	11877
12157	12443
12779	13162
13520	13683
13453	12683
11435	10050
9126	9214
10340	11955
13402	14269
14508	14396
14321	14542
14970	15276
15267	15047
14904	15061
15411	15634
15620	15529
15445	15265
14845	14112
13067	11796
10460	9294
8549	8404
8884	9852
11111	12433
13576	14346
14720	14825
14792	14682
14522	14339
14178	14093
14112	14229
14420	14652
14878	15056
15170	15227
15254	15278
15322	15399
15519	15676
15872	16087
16298	16475
16600	16674
16718	16752
16790	16822
16853	16896
16975	17093
17243	17387
17501	17561
17556	17485
17356	17187
17002	16828
16673	16549
16442	16333
16210	16068
15925	15804
15712	15652
15619	15620
15646	15685
15739	15822
15921	15991
16011	15985
15935	15880
15837	15811
15789	15761
15723	15689
15658	15629
15597	15559
15505	15428
15328	15214
15091	14957
14816	14675
14544	14423
14326	14263
14229	14217
14252	14384
14679	15164
15825	16577
17316	17946
18432	18788
19015	19093
18992	18713
18283	17759
17180	16574
15992	15485
15056	14672
14332	14071
13926	13893
13946	14033
14109	14142
14119	14045
13944	13837
13747	13681
13632	13579
13512	13445
13394	13363
13363	13391
13437	13491
13546	13596
13660	13737
13813	13831
13790	13724
13683	13686
13746	13850
13965	14045
14060	14006
13896	13747
13573	13402
13255	13159
13113	13098
13097	13107
13141	13204
13303	13428
13569	13721
13873	14015
14171	14362
14568	14740
14887	15090
15391	15750
16073	16243
16179	15861
15339	14719
14104	13508
12814	11924
11090	10785
11123	11796
12423	12802
12920	12885
12816	12796
12851	12944
13030	13061
13005	12859
12666	12492
12365	12260
12164	12083
12034	12025
12056	12110
12183	12271
12367	12471
12601	12777
12973	13119
13204	13256
13311	13374
13453	13550
13662	13786
13914	14038
14150	14231
14306	14133
13261	12173
11150	9535
7875	6303
4933	3829
3083	2839
3231	4307
5926	7711
9075	9527
9188	8661
8361	8288
8318	8377
8456	8556
8685	8840
9017	9199
9371	9523
9663	9783
9853	9844
9796	9829
10010	10320
10675	10983
11183	11287
11368	11531
11841	12300
12904	13586
14149	14363
14178	13745
13180	12507
11769	11089
10638	10555
10807	11188
11433	11338
10874	10242
9826	9967
10606	11321
11777	11926
11899	11869
11881	11864
11749	11535
11304	11141
11088	11147
11355	11723
12076	12098
11622	10753
9771	8997
8565	8405
8362	8307
8203	8101
8060	8110
8253	8481
8782	9140
9499	9777
9905	9853
9664	9446
9316	9373
9637	10017
10335	10426
10327	10247
10307	10480
10704	10916
11087	11182
11193	11134
11046	10983
10976	11016
11068	11113
11183	11335
11568	11824
12066	12314
12621	12997
13378	13610
13495	12881
11799	10526
9547	9346
10089	11497
13009	14079
14496	14475
14407	14588
14964	15219
15162	14895
14706	14832
15182	15447
15532	15589
15659	15560
15111	14259
13072	11698
10327	9179
8468	8357
8875	9892
11202	12559
13710	14476
14841	14942
14914	14820
14680	14519
14366	14271
14261	14336
14478	14657
14844	15007
15128	15203
15246	15288
15349	15442
15574	15737
15928	16131
16323	16486
16605	16676
16719	16754
16793	16826
16857	16900
16979	17097
17244	17388
17501	17559
17552	17474
17334	17160
16976	16804
16660	16536
16431	16317
16190	16049
15914	15799
15716	15662
15640	15647
15678	15716
15769	15842
15930	15990
15999	15974
15931	15886
15852	15825
15800	15769
15730	15695
15665	15645
15614	15577
15521	15443
15347	15240
15114	14976
14828	14685
14552	14435
14342	14278
14242	14232
14273	14410
14704	15186
15838	16585
17320	17950
18437	18792
19018	19093
18993	18713
18283	17761
17188	16597
16028	15527
15097	14708
14361	14094
13940	13899
13944	14023
14090	14115
14088	14016
13918	13823
13748	13694
13645	13593
13534	13472
13421	13395
13395	13419
13464	13515
13561	13611
13671	13742
13808	13823
13782	13721
13681	13685
13742	13841
13949	14028
14048	13998
13892	13744
13576	13410
13269	13174
13125	13106
13107	13122
13159	13223
13322	13447
13589	13740
13891	14038
14209	14426
14660	14838
14974	15156
15444	15810
16153	16355
16316	16002
15454	14775
14080	13410
12655	11743
10922	10649
11039	11763
12437	12848
12975	12921
12819	12762
12789	12875
12972	13027
12996	12864
12676	12502
12372	12276
12185	12110
12060	12045
12067	12113
12178	12256
12344	12441
12567	12741
12935	13085
13169	13223
13278	13341
13419	13516
13627	13750
13876	14000
14112	14188
14266	14057
13015	11715
10552	8779
7094	5636
4474	3575
2935	2657
2894	3761
5193	6876
8275	8920
8854	8541
8343	8295
8323	8380
8457	8556
8685	8840
9014	9192
9359	9503
9622	9726
9793	9812
9813	9881
10047	10294
10563	10797
10974	11115
11280	11539
11911	12385
12952	13570
14073	14238
14018	13530
12890	12157
11417	10825
10546	10653
11023	11365
11402	11010
10334	9735
9556	9935
10686	11418
11857	11975
11921	11866
11861	11835
11713	11498
11265	11105
11057	11114
11318	11679
12029	12051
11580	10719
9758	9001
8589	8443
8414	8373
8284	8195
8154	8193
8313	8521
8811	9165
9525	9801
9926	9869
9680	9459
9327	9389
9661	10048
10374	10468
10374	10292
10353	10526
10734	10923
11065	11141
11145	11095
11027	10983
10987	11030
11081	11128
11194	11336
11543	11759
11956	12156
12423	12787
13199	13521
13565	13170
12333	11233
10194	9602
9792	10843
12361	13665
14364	14545
14560	14706
14985	15132
14998	14684
14468	14564
14904	15211
15427	15696
15982	15985
15470	14428
13032	11536
10168	9093
8465	8413
8966	10023
11375	12752
13900	14644
14991	15085
15066	14997
14896	14770
14639	14536
14488	14501
14569	14669
14796	14933
15062	15162
15235	15305
15397	15515
15664	15835
16018	16197
16368	16508
16613	16679
16721	16760
16803	16839
16870	16913
16990	17104
17249	17390
17502	17557
17546	17456
17304	17121
16933	16768
16629	16512
16401	16285
16153	16014
15888	15785
15716	15676
15669	15688
15725	15764
15814	15877
15948	15990
15993	15966
15930	15898
15871	15847
15822	15786
15746	15711
15687	15668
15645	15606
15548	15469
15376	15269
15147	15005
14851	14703
14569	14455
14363	14299
14259	14249
14297	14444
14742	15220
15866	16603
17337	17965
18449	18801
19022	19095
18993	18712
18283	17763
17202	16630
16085	15595
15161	14764
14408	14130
13966	13912
13944	14008
14058	14072
14039	13963
13875	13796
13747	13706
13667	13618
13564	13510
13465	13440
13440	13463
13502	13544
13587	13634
13689	13752
13801	13809
13771	13716
13680	13683
13737	13829
13930	14004
14027	13981
13880	13738
13578	13421
13289	13196
13147	13123
13125	13148
13189	13257
13352	13477
13622	13774
13922	14076
14263	14514
14772	14956
15072	15229
15505	15881
16259	16509
16514	16210
15628	14875
14074	13293
12460	11510
10702	10475
10926	11719
12452	12906
13049	12975
12824	12715
12704	12776
12881	12970
12977	12871
12691	12518
12393	12302
12221	12153
12102	12076
12081	12114
12162	12227
12299	12384
12505	12678
12872	13024
13114	13171
13227	13291
13367	13461
13569	13689
13810	13932
14040	14109
14189	13924
12676	11150
9841	7908
6210	4900
3993	3342
2846	2559
2645	3296
4524	6081
7498	8323
8519	8426
8331	8307
8333	8384
8457	8556
8683	8838
9008	9182
9338	9470
9572	9652
9709	9757
9816	9922
10076	10249
10425	10600
10785	11011
11305	11682
12125	12601
13104	13615
13990	14030
13692	13109
12414	11694
11045	10610
10514	10761
11166	11392
11179	10498
9655	9128
9209	9840
10718	11478
11908	12011
11937	11868
11852	11818
11690	11467
11227	11064
11015	11071
11268	11627
11973	11997
11533	10683
9739	9003
8607	8481
8468	8448
8382	8310
8274	8294
8386	8569
8847	9197
9556	9834
9958	9901
9705	9479
9346	9408
9684	10079
10408	10509
10425	10352
10412	10575
10765	10925
11035	11084
11082	11046
11006	10992
11016	11061
11107	11144
11207	11337
11529	11722
11886	12051
12283	12629
13066	13469
13661	13488
12905	12008
10955	10021
9645	10206
11527	12950
13971	14510
14755	14925
15060	15037
14810	14494
14311	14411
14718	15031
15356	15837
16334	16412
15780	14500
12893	11331
10062	9163
8689	8712
9273	10310
11640	12987
14085	14781
15097	15180
15175	15139
15086	15008
14916	14825
14753	14704
14685	14697
14753	14858
14993	15120
15228	15335
15463	15616
15785	15962
16134	16292
16427	16543
16628	16687
16729	16775
16824	16868
16901	16944
17016	17125
17259	17393
17502	17553
17535	17433
17267	17070
16880	16715
16579	16458
16346	16225
16094	15962
15847	15758
15707	15690
15702	15734
15778	15824
15872	15927
15979	16007
15999	15972
15941	15915
15896	15881
15856	15822
15783	15749
15729	15713
15688	15647
15584	15504
15408	15304
15180	15036
14883	14734
14600	14487
14392	14321
14277	14270
14325	14483
14787	15268
15909	16643
17371	17996
18474	18819
19033	19098
18993	18709
18279	17765
17216	16668
16152	15678
15242	14834
14467	14181
14002	13935
13948	13990
14025	14022
13978	13901
13814	13758
13734	13720
13694	13650
13599	13551
13512	13492
13492	13510
13543	13580
13619	13662
13711	13761
13794	13794
13759	13710
13678	13683
13733	13817
13909	13977
13995	13952
13852	13720
13573	13430
13311	13228
13178	13156
13162	13189
13238	13305
13397	13522
13669	13823
13968	14122
14320	14583
14850	15020
15113	15250
15520	15916
16340	16649
16704	16425
15824	15009
14118	13238
12323	11342
10547	10355
10848	11685
12462	12952
13106	13017
12826	12669
12615	12668
12782	12899
12946	12872
12710	12547
12427	12344
12272	12208
12152	12114
12099	12110
12139	12182
12231	12305
12417	12589
12785	12944
13040	13105
13165	13231
13304	13389
13489	13602
13717	13827
13928	13988
14067	13730
12262	10567
9154	7119
5441	4281
3616	3212
2884	2633
2635	3123
4173	5601
6990	7923
8295	8352
8332	8325
8346	8389
8459	8555
8682	8831
8996	9159
9311	9434
9522	9575
9616	9686
9798	9934
10067	10181
10294	10448
10693	11050
11504	12013
12514	12962
13362	13714
13891	13716
13180	12474
11780	11188
10752	10533
10570	10826
11109	11127
10680	9819
8926	8515
8814	9639
10630	11434
11882	11999
11939	11876
11864	11831
11699	11464
11208	11031
10971	11024
11222	11580
11925	11949
11488	10650
9716	8997
8618	8509
8521	8525
8483	8429
8396	8402
8465	8624
8890	9236
9594	9873
9999	9946
9750	9517
9375	9431
9707	10105
10439	10550
10477	10418
10485	10636
10799	10923
10993	11013
11003	10985
10983	11010
11059	11109
11139	11157
11209	11338
11534	11735
11901	12060
12275	12603
13035	13472
13759	13744
13374	12678
11705	10610
9815	9809
10657	11948
13233	14248
14904	15202
15199	14975
14658	14405
14334	14471
14717	14976
15349	15977
16620	16707
15910	14393
12622	11099
10060	9458
9212	9319
9835	10770
11990	13229
14229	14844
15110	15178
15183	15179
15173	15154
15116	15059
14989	14901
14808	14741
14728	14801
14934	15085
15228	15380
15551	15739
15925	16103
16259	16394
16499	16587
16652	16702
16747	16801
16861	16911
16949	16989
17053	17151
17272	17399
17501	17549
17521	17407
17226	17020
16818	16647
16502	16378
16259	16136
16011	15889
15785	15715
15683	15690
15726	15778
15833	15891
15943	15992
16028	16043
16034	16006
15974	15950
15935	15924
15905	15876
15841	15813
15794	15774
15746	15695
15625	15538
15441	15331
15211	15073
14921	14774
14639	14520
14422	14348
14300	14294
14353	14521
14837	15324
15967	16699
17422	18039
18510	18845
19044	19098
18984	18698
18268	17754
17221	16704
16218	15764
15330	14912
14534	14239
14050	13965
13958	13979
13993	13973
13918	13829
13748	13709
13717	13730
13719	13680
13631	13586
13554	13536
13536	13552
13578	13610
13649	13690
13731	13764
13783	13774
13742	13702
13678	13688
13733	13806
13887	13945
13956	13913
13820	13702
13572	13447
13343	13267
13223	13207
13214	13244
13292	13362
13452	13578
13726	13880
14023	14177
14366	14610
14844	14986
15058	15186
15465	15891
16358	16716
16818	16569
15978	15147
14223	13299
12350	11361
10580	10394
10878	11697
12467	12959
13123	13034
12827	12640
12555	12583
12692	12824
12897	12857
12721	12575
12470	12395
12328	12266
12206	12153
12118	12103
12110	12129
12157	12210
12313	12480
12680	12845
12953	13027
13094	13163
13236	13313
13403	13501
13607	13704
13791	13834
13910	13473
11788	10038
8601	6557
4935	3904
3424	3213
3049	2893
2905	3327
4258	5566
6881	7806
8231	8342
8347	8345
8360	8396
8462	8556
8678	8821
8978	9134
9282	9397
9471	9502
9528	9606
9748	9901
10016	10092
10185	10378
10735	11258
11881	12505
13026	13400
13651	13795
13723	13280
12521	11713
11094	10733
10593	10592
10671	10775
10787	10534
9917	9031
8226	7951
8373	9299
10365	11237
11751	11928
11922	11900
11912	11887
11751	11504
11222	11021
10942	10986
11181	11546
11893	11919
11457	10617
9690	8978
8614	8527
8563	8591
8573	8538
8514	8506
8545	8684
8944	9285
9642	9920
10052	10003
9806	9566
9419	9470
9744	10143
10480	10602
10544	10499
10573	10716
10845	10922
10944	10933
10916	10923
10967	11037
11113	11163
11178	11174
11209	11344
11567	11807
12005	12184
12397	12701
13097	13509
13814	13883
13658	13143
12349	11337
10356	9799
9942	10812
12185	13672
14842	15399
15350	14977
14605	14446
14518	14699
14858	15021
15376	16071
16770	16797
15812	14089
12241	10859
10144	9913
9934	10125
10562	11342
12394	13480
14347	14861
15057	15088
15086	15101
15135	15170
15192	15187
15141	15047
14917	14800
14742	14781
14904	15069
15245	15443
15656	15871
16068	16239
16383	16491
16572	16633
16680	16726
16775	16841
16912	16967
17002	17037
17090	17175
17289	17405
17500	17537
17501	17377
17189	16973
16757	16566
16404	16266
16143	16027
15909	15795
15701	15645
15638	15676
15737	15811
15889	15964
16028	16075
16098	16105
16096	16072
16045	16020
16005	15993
15977	15953
15925	15902
15882	15856
15812	15751
15667	15577
15475	15368
15248	15115
14968	14819
14679	14556
14456	14381
14335	14330
14394	14570
14897	15397
16045	16774
17488	18091
18548	18869
19053	19093
18965	18675
18240	17733
17211	16728
16282	15854
15422	14997
14609	14304
14102	14002
13974	13975
13970	13938
13866	13770
13687	13669
13704	13744
13742	13708
13660	13614
13583	13568
13568	13581
13606	13640
13678	13715
13746	13762
13757	13738
13711	13689
13679	13694
13734	13797
13861	13907
13909	13867
13787	13687
13582	13481
13392	13326
13287	13271
13277	13305
13357	13427
13517	13643
13790	13942
14088	14231
14395	14585
14756	14851
14907	15046
15345	15791
16280	16660
16791	16576
16025	15242
14365	13482
12576	11632
10880	10673
11077	11791
12477	12925
13086	13013
12822	12635
12536	12539
12627	12745
12825	12808
12709	12595
12510	12446
12384	12321
12256	12192
12138	12101
12087	12083
12087	12120
12207	12368
12566	12740
12857	12943
13021	13095
13167	13242
13320	13405
13497	13580
13648	13670
13742	13173
11273	9597
8221	6273
4742	3801
3411	3315
3285	3267
3383	3831
4718	5922
7114	7943
8307	8388
8381	8368
8376	8406
8467	8556
8672	8809
8957	9107
9249	9364
9432	9451
9469	9549
9693	9836
9932	9998
10119	10399
10898	11588
12354	13037
13521	13771
13830	13739
13412	12732
11818	10999
10531	10442
10576	10715
10718	10552
10215	9698
9008	8229
7606	7447
7889	8819
9928	10885
11502	11788
11877	11928
11986	11984
11850	11584
11273	11032
10927	10960
11162	11532
11881	11898
11433	10592
9663	8957
8604	8537
8597	8649
8654	8638
8623	8609
8630	8753
9004	9346
9697	9977
10110	10063
9866	9625
9473	9522
9795	10194
10536	10663
10622	10595
10681	10813
